train_id,line,departure_station,arrival_station,scheduled_departure,scheduled_arrival,travel_time_min,stops,frequency,status,platform,direction,coach_count,ac_type
DMT-Y025,Yellow Line,Green Park,Ghitorni,13:10,13:31,21,7,Every 7 min,Cancelled,1,Down,4,Full AC
DMT-G007,Green Line,Madipur,Peeragarhi,13:00,13:09,9,3,Every 10 min,Delayed,2,Down,4,Full AC
DMT-R020,Red Line,Kashmere Gate,Seelampur,11:40,11:44,4,2,Every 15 min,Delayed,4,Up,4,Full AC
DMT-V007,Violet Line,JLN Stadium,Neelam Chowk Ajronda,18:40,19:40,60,20,Every 10 min,On Time,2,Down,6,Full AC
DMT-Y002,Yellow Line,Rajiv Chowk,Patel Chowk,23:00,23:02,2,1,Every 15 min,On Time,4,Up,4,Full AC
DMT-Y011,Yellow Line,Race Course,Jor Bagh,11:55,11:58,3,1,Every 5 min,On Time,2,Up,6,Full AC
DMT-G005,Green Line,Paschim Vihar East,Rajdhani Park,16:35,16:49,14,7,Every 3 min,Running,3,Up,8,Full AC
DMT-G005,Green Line,Shivaji Park,Peeragarhi,21:25,21:37,12,4,Every 3 min,Delayed,4,Up,6,Full AC
DMT-B007,Blue Line,Uttam Nagar East,Yamuna Bank,07:35,08:01,26,13,Every 7 min,Delayed,2,Down,8,Full AC
DMT-R011,Red Line,Netaji Subhash Place,Pratap Nagar,07:40,07:50,10,5,Every 7 min,Running,4,Down,6,Full AC
DMT-Y013,Yellow Line,Chandni Chowk,Jor Bagh,07:15,07:31,16,8,Every 15 min,Running,2,Up,8,Non-AC
DMT-R022,Red Line,Shastri Nagar,Pulbangash,22:15,22:21,6,2,Every 7 min,On Time,3,Up,6,Non-AC
DMT-V014,Violet Line,Moolchand,Govindpuri,05:35,05:43,8,4,Every 7 min,Delayed,3,Up,6,Full AC
DMT-R021,Red Line,Pitampura,Shastri Nagar,18:35,18:53,18,6,Every 15 min,On Time,1,Up,8,Full AC
DMT-V016,Violet Line,Jasola Apollo,Raja Nahar Singh,22:40,23:08,28,14,Every 3 min,On Time,2,Up,8,Full AC
DMT-Y024,Yellow Line,Vishwavidyalaya,INA,06:35,07:01,26,13,Every 7 min,On Time,1,Down,4,Non-AC
DMT-V023,Violet Line,Lajpat Nagar,Badarpur Border,16:35,17:08,33,11,Every 5 min,Delayed,1,Up,4,Full AC
DMT-G017,Green Line,Ashok Park Main,Nangloi,23:15,23:42,27,9,Every 7 min,Delayed,4,Up,6,Full AC
DMT-R025,Red Line,Netaji Subhash Place,Inderlok,18:15,18:21,6,3,Every 3 min,Running,4,Up,6,Full AC
DMT-B021,Blue Line,Rajendra Place,Noida Sector 16,10:35,10:53,18,9,Every 5 min,Running,3,Down,6,Full AC
DMT-Y014,Yellow Line,Green Park,Chhattarpur,08:00,08:15,15,5,Every 5 min,Cancelled,4,Down,6,Non-AC
DMT-Y009,Yellow Line,Samaypur Badli,Chandni Chowk,21:40,22:16,36,12,Every 3 min,On Time,4,Up,4,Non-AC
DMT-R006,Red Line,Rithala,Shastri Nagar,11:00,11:27,27,9,Every 3 min,Running,2,Down,6,Non-AC
DMT-G001,Green Line,Ashok Park Main,Brigadier Hoshiar Singh,12:35,13:01,26,13,Every 15 min,On Time,3,Down,6,Non-AC
DMT-V003,Violet Line,Khan Market,Escorts Mujesar,11:40,12:49,69,23,Every 7 min,On Time,1,Up,8,Full AC
DMT-V009,Violet Line,Mandi House,Tughlakabad,19:30,20:18,48,16,Every 5 min,On Time,3,Up,8,Full AC
DMT-R009,Red Line,Keshav Puram,Pulbangash,18:25,18:35,10,5,Every 3 min,On Time,4,Down,6,Non-AC
DMT-R018,Red Line,Seelampur,Welcome,10:15,10:18,3,1,Every 7 min,Delayed,2,Down,4,Full AC
DMT-V002,Violet Line,Mewala Maharajpur,Escorts Mujesar,05:15,05:27,12,6,Every 7 min,On Time,3,Up,8,Non-AC
DMT-B019,Blue Line,Rajendra Place,Mandi House,18:40,18:48,8,4,Every 10 min,On Time,1,Up,6,Full AC
DMT-V015,Violet Line,NHPC Chowk,Neelam Chowk Ajronda,11:55,12:05,10,5,Every 5 min,On Time,1,Up,6,Non-AC
DMT-R012,Red Line,Rohini West,Rohini East,14:55,14:57,2,1,Every 3 min,Running,4,Down,4,Full AC
DMT-B001,Blue Line,Dwarka Sector 8,Indraprastha,12:00,12:42,42,14,Every 5 min,On Time,3,Down,4,Non-AC
DMT-V014,Violet Line,Central Secretariat,Old Faridabad,19:45,20:27,42,21,Every 3 min,On Time,3,Up,8,Full AC
DMT-R009,Red Line,Rohini West,Keshav Puram,20:20,20:35,15,5,Every 3 min,On Time,3,Down,4,Full AC
DMT-Y011,Yellow Line,INA,Arjan Garh,05:15,05:35,20,10,Every 10 min,On Time,1,Up,8,Full AC
DMT-G018,Green Line,Udyog Nagar,Mundka,08:15,08:30,15,5,Every 15 min,Running,2,Up,8,Full AC
DMT-R011,Red Line,Rithala,Pulbangash,10:30,10:52,22,11,Every 3 min,On Time,1,Down,6,Full AC
DMT-B020,Blue Line,Dwarka,Barakhamba Road,13:10,13:30,20,10,Every 15 min,On Time,3,Up,4,Full AC
DMT-R025,Red Line,Tis Hazari,Seelampur,13:35,13:41,6,3,Every 5 min,On Time,4,Down,4,Full AC
DMT-Y022,Yellow Line,Civil Lines,Patel Chowk,12:45,13:03,18,6,Every 7 min,Cancelled,3,Up,4,Full AC
DMT-G016,Green Line,Ashok Park Main,Peeragarhi,11:45,12:03,18,6,Every 7 min,Delayed,3,Down,8,Full AC
DMT-B016,Blue Line,Dwarka Sector 8,Pragati Maidan,15:40,16:19,39,13,Every 5 min,Delayed,2,Up,4,Full AC
DMT-V005,Violet Line,Nehru Place,Jasola Apollo,17:30,17:42,12,4,Every 5 min,On Time,4,Down,8,Full AC
DMT-Y018,Yellow Line,Adarsh Nagar,Azadpur,13:40,13:43,3,1,Every 3 min,Delayed,3,Up,8,Full AC
DMT-B011,Blue Line,Ramesh Nagar,Indraprastha,06:40,06:54,14,7,Every 7 min,On Time,1,Down,8,Full AC
DMT-V013,Violet Line,Central Secretariat,Bata Chowk,09:50,10:59,69,23,Every 7 min,Cancelled,2,Down,4,Non-AC
DMT-V014,Violet Line,Kailash Colony,Mewala Maharajpur,16:25,17:01,36,12,Every 7 min,Delayed,4,Up,8,Full AC
DMT-B024,Blue Line,Dwarka Sector 21,Dwarka Sector 8,08:20,08:23,3,1,Every 7 min,On Time,3,Down,4,Full AC
DMT-V007,Violet Line,Jama Masjid,Jangpura,23:40,23:56,16,8,Every 10 min,On Time,4,Up,6,Full AC
DMT-V001,Violet Line,Sarita Vihar,Escorts Mujesar,05:15,05:51,36,12,Every 3 min,On Time,1,Up,6,Full AC
DMT-B006,Blue Line,Dwarka Sector 21,Yamuna Bank,16:35,17:23,48,16,Every 7 min,On Time,2,Down,8,Full AC
DMT-R023,Red Line,Seelampur,Welcome,06:15,06:17,2,1,Every 10 min,Running,3,Down,8,Full AC
DMT-B023,Blue Line,Janakpuri West,Rajiv Chowk,06:30,06:44,14,7,Every 3 min,On Time,4,Up,6,Non-AC
DMT-R016,Red Line,Kanhaiya Nagar,Kashmere Gate,08:05,08:17,12,6,Every 5 min,Delayed,1,Up,6,Non-AC
DMT-R022,Red Line,Kohat Enclave,Seelampur,18:20,18:42,22,11,Every 7 min,Delayed,4,Up,4,Full AC
DMT-G005,Green Line,Shivaji Park,Nangloi,06:20,06:41,21,7,Every 5 min,On Time,1,Up,8,Full AC
DMT-G022,Green Line,Ashok Park Main,Nangloi,23:40,23:55,27,9,Every 7 min,Delayed,4,Down,8,Full AC
DMT-Y015,Yellow Line,Azadpur,Qutab Minar,21:20,22:26,66,22,Every 7 min,Delayed,4,Down,8,Non-AC
DMT-R025,Red Line,Pitampura,Keshav Puram,22:05,22:14,9,3,Every 10 min,On Time,1,Down,4,Full AC
DMT-Y007,Yellow Line,Azadpur,Rajiv Chowk,16:05,16:25,20,10,Every 7 min,On Time,4,Up,4,Full AC
DMT-B014,Blue Line,Mandi House,Noida Sector 16,07:40,07:55,15,5,Every 3 min,On Time,2,Down,4,Full AC
DMT-B008,Blue Line,Pragati Maidan,Noida Sector 16,12:10,12:18,8,4,Every 5 min,Delayed,3,Down,4,Full AC
DMT-R013,Red Line,Pulbangash,Dilshad Garden,06:05,06:26,21,7,Every 5 min,On Time,4,Up,4,Full AC
DMT-B018,Blue Line,Kirti Nagar,Indraprastha,18:30,18:57,27,9,Every 5 min,On Time,4,Down,4,Full AC
DMT-B012,Blue Line,Kirti Nagar,Barakhamba Road,16:00,16:12,12,6,Every 10 min,On Time,4,Up,6,Full AC
DMT-Y004,Yellow Line,Samaypur Badli,Kashmere Gate,23:20,23:53,33,11,Every 3 min,On Time,3,Up,6,Full AC
DMT-B003,Blue Line,Pragati Maidan,Noida Sector 16,07:30,07:42,12,4,Every 7 min,On Time,2,Down,4,Full AC
DMT-B010,Blue Line,Rajendra Place,Yamuna Bank,18:45,19:06,21,7,Every 3 min,On Time,3,Up,4,Full AC
DMT-G001,Green Line,Maharaja Surajmal Stadium,Brigadier Hoshiar Singh,16:45,16:55,10,5,Every 3 min,Cancelled,1,Up,4,Full AC
DMT-B024,Blue Line,Rajouri Garden,Noida City Centre,16:40,17:22,42,14,Every 15 min,On Time,4,Up,6,Full AC
DMT-B016,Blue Line,Rajiv Chowk,Noida Sector 16,13:35,13:56,21,7,Every 7 min,Delayed,2,Down,8,Full AC
DMT-B023,Blue Line,Dwarka Sector 8,Rajouri Garden,15:25,15:37,12,4,Every 3 min,On Time,4,Up,8,Full AC
DMT-G006,Green Line,Punjabi Bagh,Nangloi Railway Station,11:40,12:07,27,9,Every 5 min,On Time,4,Down,4,Non-AC
DMT-R005,Red Line,Kohat Enclave,Pulbangash,13:10,13:31,21,7,Every 3 min,On Time,4,Down,6,Full AC
DMT-Y025,Yellow Line,Adarsh Nagar,Green Park,23:45,23:55,57,19,Every 7 min,On Time,1,Down,4,Full AC
DMT-B010,Blue Line,Kirti Nagar,Indraprastha,12:20,12:38,18,9,Every 7 min,Running,1,Up,8,Full AC
DMT-Y015,Yellow Line,Green Park,Saket,14:20,14:26,6,3,Every 5 min,On Time,2,Up,4,Full AC
DMT-V001,Violet Line,Sarai,Badkhal Mor,15:55,16:07,12,4,Every 3 min,On Time,4,Down,8,Full AC
DMT-B017,Blue Line,Janakpuri West,Kirti Nagar,14:35,14:39,4,2,Every 3 min,Running,2,Up,8,Non-AC
DMT-Y004,Yellow Line,INA,AIIMS,11:35,11:37,2,1,Every 10 min,Running,4,Down,6,Full AC
DMT-V011,Violet Line,ITO,Sarita Vihar,19:00,19:30,30,15,Every 7 min,On Time,1,Up,4,Full AC
DMT-R004,Red Line,Kohat Enclave,Kashmere Gate,19:35,19:53,18,9,Every 10 min,On Time,3,Down,8,Non-AC
DMT-R020,Red Line,Shastri Nagar,Pulbangash,08:40,08:44,4,2,Every 7 min,On Time,2,Down,4,Full AC
DMT-V025,Violet Line,Delhi Gate,Jangpura,20:25,20:39,14,7,Every 3 min,On Time,2,Up,4,Non-AC
DMT-B006,Blue Line,Dwarka,Ramesh Nagar,20:20,20:38,18,6,Every 15 min,On Time,1,Down,8,Full AC
DMT-G021,Green Line,Udyog Nagar,Nangloi,07:15,07:21,6,2,Every 5 min,On Time,2,Down,4,Full AC
DMT-V018,Violet Line,Lajpat Nagar,Sarai,14:35,15:11,36,12,Every 5 min,On Time,4,Down,8,Full AC
DMT-G007,Green Line,Kirti Nagar,Mundka,10:40,11:08,28,14,Every 3 min,On Time,4,Up,4,Full AC
DMT-G006,Green Line,Paschim Vihar East,Paschim Vihar West,13:40,13:42,2,1,Every 10 min,On Time,2,Down,8,Full AC
DMT-R014,Red Line,Rohini West,Kohat Enclave,07:20,07:26,6,3,Every 3 min,On Time,2,Down,6,Full AC
DMT-Y013,Yellow Line,Haiderpur Badli Mor,Azadpur,10:55,11:04,9,3,Every 3 min,On Time,1,Down,4,Full AC
DMT-R012,Red Line,Kashmere Gate,Welcome,05:05,05:11,6,3,Every 5 min,On Time,4,Down,4,Full AC
DMT-G006,Green Line,Paschim Vihar West,Rajdhani Park,21:15,21:27,12,6,Every 7 min,On Time,1,Up,4,Non-AC
DMT-B021,Blue Line,Janakpuri West,Indraprastha,19:50,20:23,33,11,Every 5 min,Delayed,4,Down,4,Full AC
DMT-V005,Violet Line,Lal Quila,Govindpuri,11:45,12:30,45,15,Every 7 min,On Time,1,Down,8,Full AC
DMT-B021,Blue Line,Janakpuri West,Noida Sector 16,21:25,21:53,28,14,Every 7 min,On Time,2,Up,6,Full AC
DMT-R001,Red Line,Rohini East,Seelampur,14:15,14:41,26,13,Every 7 min,On Time,2,Up,8,Full AC
DMT-R016,Red Line,Rohini East,Inderlok,21:25,21:37,12,6,Every 15 min,Delayed,1,Up,8,Full AC
DMT-R008,Red Line,Rohini East,Kanhaiya Nagar,17:30,17:40,10,5,Every 15 min,On Time,1,Down,4,Non-AC
DMT-G006,Green Line,Kirti Nagar,Shivaji Park,23:10,23:18,8,4,Every 3 min,On Time,4,Down,8,Full AC
DMT-R022,Red Line,Netaji Subhash Place,Shastri Park,10:25,10:43,18,9,Every 5 min,On Time,3,Up,6,Full AC
DMT-G004,Green Line,Kirti Nagar,Satguru Ram Singh Marg,11:05,11:08,3,1,Every 7 min,Delayed,4,Up,6,Non-AC
DMT-G010,Green Line,Madipur,Maharaja Surajmal Stadium,23:10,23:20,10,5,Every 3 min,On Time,4,Down,4,Full AC
DMT-B017,Blue Line,Mandi House,Yamuna Bank,12:35,12:44,9,3,Every 10 min,Delayed,1,Up,8,Full AC
DMT-V005,Violet Line,Old Faridabad,Neelam Chowk Ajronda,05:30,05:33,3,1,Every 5 min,On Time,3,Down,6,Non-AC
DMT-B021,Blue Line,Dwarka Sector 8,Moti Nagar,07:40,07:52,12,6,Every 5 min,On Time,1,Down,4,Full AC
DMT-V006,Violet Line,Central Secretariat,Sector 28,07:25,08:03,38,19,Every 5 min,On Time,2,Up,6,Full AC
DMT-B018,Blue Line,Kirti Nagar,Rajendra Place,23:55,23:55,9,3,Every 3 min,Running,1,Down,4,Full AC
DMT-B007,Blue Line,Kirti Nagar,Rajendra Place,12:30,12:36,6,3,Every 5 min,On Time,2,Up,4,Full AC
DMT-V020,Violet Line,Kashmere Gate,Govindpuri,14:45,15:33,48,16,Every 10 min,On Time,1,Up,6,Full AC
DMT-G004,Green Line,Udyog Nagar,Mundka,10:55,11:05,10,5,Every 5 min,Delayed,2,Up,6,Full AC
DMT-R007,Red Line,Kohat Enclave,Netaji Subhash Place,10:35,10:37,2,1,Every 10 min,On Time,3,Down,6,Full AC
DMT-B014,Blue Line,Moti Nagar,Indraprastha,18:35,18:51,16,8,Every 3 min,On Time,3,Up,4,Full AC
DMT-V017,Violet Line,Kashmere Gate,Mewala Maharajpur,19:50,20:40,50,25,Every 10 min,Delayed,1,Up,4,Full AC
DMT-B015,Blue Line,Dwarka Sector 21,Rajendra Place,11:30,11:57,27,9,Every 10 min,On Time,3,Up,6,Non-AC
DMT-G020,Green Line,Satguru Ram Singh Marg,Mundka,06:30,07:09,39,13,Every 7 min,On Time,4,Up,6,Full AC
DMT-B020,Blue Line,Dwarka Sector 8,Rajendra Place,20:05,20:21,16,8,Every 10 min,On Time,1,Up,8,Full AC
DMT-V021,Violet Line,Tughlakabad,Neelam Chowk Ajronda,12:05,12:21,16,8,Every 5 min,Delayed,3,Down,8,Full AC
DMT-V004,Violet Line,Badarpur Border,Escorts Mujesar,10:20,10:47,27,9,Every 3 min,Delayed,2,Down,4,Non-AC
DMT-Y015,Yellow Line,Chandni Chowk,Green Park,10:00,10:33,33,11,Every 10 min,On Time,1,Down,6,Full AC
DMT-B002,Blue Line,Dwarka Sector 8,Rajouri Garden,16:50,16:58,8,4,Every 10 min,On Time,3,Up,4,Full AC
DMT-R019,Red Line,Pratap Nagar,Dilshad Garden,15:45,16:09,24,8,Every 7 min,Running,4,Down,8,Full AC
DMT-R002,Red Line,Keshav Puram,Shahdara,07:45,08:07,22,11,Every 7 min,Delayed,2,Up,8,Full AC
DMT-G015,Green Line,Paschim Vihar East,Rajdhani Park,06:05,06:26,21,7,Every 7 min,On Time,3,Down,8,Full AC
DMT-R005,Red Line,Pitampura,Kohat Enclave,23:30,23:32,2,1,Every 10 min,On Time,3,Up,4,Full AC
DMT-B011,Blue Line,Ramesh Nagar,Noida City Centre,12:45,13:07,22,11,Every 5 min,On Time,3,Up,4,Full AC
DMT-G017,Green Line,Peeragarhi,Brigadier Hoshiar Singh,13:35,13:56,21,7,Every 7 min,On Time,2,Down,8,Full AC
DMT-R025,Red Line,Inderlok,Tis Hazari,22:40,22:48,8,4,Every 3 min,On Time,4,Down,6,Full AC
DMT-G011,Green Line,Paschim Vihar West,Nangloi Railway Station,16:05,16:15,10,5,Every 7 min,On Time,2,Down,8,Non-AC
DMT-G002,Green Line,Kirti Nagar,Punjabi Bagh,10:15,10:24,9,3,Every 5 min,On Time,1,Down,4,Full AC
DMT-G008,Green Line,Kirti Nagar,Udyog Nagar,10:15,10:42,27,9,Every 7 min,On Time,3,Up,8,Full AC
DMT-Y009,Yellow Line,GTB Nagar,INA,19:30,20:12,42,14,Every 7 min,On Time,3,Down,6,Full AC
DMT-Y025,Yellow Line,Central Secretariat,Guru Dronacharya,07:00,07:30,30,15,Every 5 min,Delayed,1,Up,4,Full AC
DMT-B011,Blue Line,Karol Bagh,Noida Sector 16,17:45,18:09,24,8,Every 5 min,On Time,4,Up,8,Full AC
DMT-V016,Violet Line,Jasola Apollo,Bata Chowk,15:45,16:21,36,12,Every 5 min,On Time,3,Up,6,Full AC
DMT-B015,Blue Line,Dwarka Sector 21,Janakpuri West,07:05,07:13,8,4,Every 5 min,On Time,1,Down,4,Full AC
DMT-R006,Red Line,Kanhaiya Nagar,Shastri Nagar,15:20,15:24,4,2,Every 10 min,On Time,2,Down,8,Full AC
DMT-B013,Blue Line,Pragati Maidan,Noida Sector 16,19:30,19:38,8,4,Every 5 min,Running,3,Down,8,Non-AC
DMT-G004,Green Line,Ashok Park Main,Madipur,06:50,06:59,9,3,Every 5 min,On Time,2,Down,8,Full AC
DMT-R013,Red Line,Shastri Nagar,Pulbangash,09:15,09:19,4,2,Every 10 min,On Time,2,Up,4,Full AC
DMT-B009,Blue Line,Dwarka Sector 8,Karol Bagh,06:20,06:47,27,9,Every 7 min,On Time,3,Up,8,Full AC
DMT-G004,Green Line,Kirti Nagar,Paschim Vihar East,07:40,07:58,18,6,Every 7 min,On Time,4,Up,6,Full AC
DMT-G016,Green Line,Madipur,Paschim Vihar East,07:05,07:08,3,1,Every 10 min,On Time,1,Down,6,Full AC
DMT-Y018,Yellow Line,Vishwavidyalaya,Qutab Minar,05:20,06:17,57,19,Every 7 min,Delayed,4,Down,4,Full AC
DMT-G007,Green Line,Paschim Vihar West,Nangloi,17:10,17:18,8,4,Every 3 min,On Time,4,Down,8,Full AC
DMT-Y018,Yellow Line,Green Park,Guru Dronacharya,19:45,20:12,27,9,Every 7 min,On Time,4,Down,6,Full AC
DMT-R015,Red Line,Pitampura,Keshav Puram,15:55,16:01,6,3,Every 5 min,On Time,3,Up,8,Full AC
DMT-R015,Red Line,Tis Hazari,Shastri Park,09:55,10:01,6,2,Every 3 min,On Time,1,Up,6,Full AC
DMT-V011,Violet Line,Harkesh Nagar Okhla,Bata Chowk,17:50,18:29,39,13,Every 3 min,On Time,3,Down,6,Full AC
DMT-V003,Violet Line,Lal Quila,ITO,20:50,20:59,9,3,Every 7 min,On Time,2,Down,8,Full AC
DMT-R025,Red Line,Kanhaiya Nagar,Shastri Park,11:55,12:16,21,7,Every 5 min,On Time,2,Up,6,Full AC
DMT-V001,Violet Line,Lajpat Nagar,Badkhal Mor,07:30,08:02,32,16,Every 10 min,On Time,3,Down,8,Non-AC
DMT-B001,Blue Line,Karol Bagh,Pragati Maidan,13:50,13:58,8,4,Every 5 min,Running,1,Down,6,Full AC
DMT-G006,Green Line,Kirti Nagar,Nangloi Railway Station,07:05,07:29,24,12,Every 5 min,On Time,1,Down,4,Full AC
DMT-Y010,Yellow Line,GTB Nagar,Sikanderpur,06:50,07:42,52,26,Every 5 min,On Time,1,Up,4,Full AC
DMT-B003,Blue Line,Dwarka Sector 21,Yamuna Bank,10:35,11:23,48,16,Every 5 min,On Time,4,Down,4,Full AC
DMT-G012,Green Line,Kirti Nagar,Satguru Ram Singh Marg,06:15,06:17,2,1,Every 10 min,On Time,1,Up,4,Full AC
DMT-B012,Blue Line,Ramesh Nagar,Rajiv Chowk,05:20,05:29,9,3,Every 5 min,On Time,2,Up,4,Full AC
DMT-V024,Violet Line,Jama Masjid,ITO,06:45,06:51,6,2,Every 7 min,On Time,1,Up,8,Full AC
DMT-R002,Red Line,Kanhaiya Nagar,Kashmere Gate,22:15,22:27,12,6,Every 7 min,On Time,4,Up,8,Full AC
DMT-B014,Blue Line,Rajouri Garden,Indraprastha,23:40,23:55,20,10,Every 10 min,On Time,2,Up,6,Non-AC
DMT-G004,Green Line,Paschim Vihar West,Rajdhani Park,20:35,20:47,12,6,Every 5 min,On Time,3,Up,8,Full AC
DMT-Y019,Yellow Line,Patel Chowk,Central Secretariat,15:15,15:17,2,1,Every 10 min,On Time,1,Down,4,Full AC
DMT-G004,Green Line,Paschim Vihar East,Maharaja Surajmal Stadium,18:30,18:42,12,4,Every 7 min,Running,4,Down,4,Full AC
DMT-B023,Blue Line,Indraprastha,Noida City Centre,19:50,19:58,8,4,Every 5 min,On Time,3,Up,4,Non-AC
DMT-R019,Red Line,Kohat Enclave,Tis Hazari,19:30,19:46,16,8,Every 5 min,On Time,2,Down,4,Non-AC
DMT-Y018,Yellow Line,Patel Chowk,Arjan Garh,09:30,10:15,45,15,Every 5 min,On Time,4,Up,6,Full AC
DMT-Y009,Yellow Line,Model Town,Ghitorni,09:15,10:27,72,24,Every 7 min,On Time,4,Down,8,Full AC
DMT-G010,Green Line,Shivaji Park,Paschim Vihar East,10:55,10:59,4,2,Every 10 min,On Time,1,Down,6,Full AC
DMT-G022,Green Line,Nangloi,Rajdhani Park,23:25,23:29,4,2,Every 7 min,On Time,4,Up,4,Non-AC
DMT-B012,Blue Line,Dwarka,Pragati Maidan,20:50,21:26,36,12,Every 7 min,On Time,2,Up,8,Full AC
DMT-B013,Blue Line,Moti Nagar,Karol Bagh,15:40,15:46,6,3,Every 7 min,Delayed,2,Down,8,Non-AC
DMT-V002,Violet Line,Lal Quila,Old Faridabad,10:55,12:16,81,27,Every 7 min,On Time,3,Down,6,Full AC
DMT-Y020,Yellow Line,Civil Lines,HUDA City Centre,11:35,12:53,78,26,Every 5 min,Delayed,4,Up,4,Full AC
DMT-G022,Green Line,Paschim Vihar West,Mundka,23:55,23:55,21,7,Every 5 min,On Time,4,Down,6,Full AC
DMT-Y011,Yellow Line,Haiderpur Badli Mor,Udyog Bhawan,16:45,17:17,32,16,Every 10 min,On Time,1,Up,8,Full AC
DMT-R014,Red Line,Pratap Nagar,Shahdara,23:30,23:51,21,7,Every 7 min,Running,3,Down,4,Full AC
DMT-R013,Red Line,Pulbangash,Welcome,09:50,10:00,10,5,Every 10 min,On Time,3,Up,8,Full AC
DMT-G025,Green Line,Satguru Ram Singh Marg,Shivaji Park,09:25,09:31,6,3,Every 5 min,On Time,3,Up,8,Full AC
DMT-B001,Blue Line,Kirti Nagar,Noida Sector 16,18:25,18:49,24,12,Every 10 min,Running,2,Up,8,Non-AC
DMT-B011,Blue Line,Kirti Nagar,Pragati Maidan,23:45,23:55,16,8,Every 10 min,On Time,3,Down,4,Non-AC
DMT-V012,Violet Line,Bata Chowk,Raja Nahar Singh,14:50,14:54,4,2,Every 5 min,On Time,1,Up,8,Full AC
DMT-V022,Violet Line,Kashmere Gate,Badkhal Mor,20:15,21:09,54,27,Every 5 min,On Time,4,Down,8,Full AC
DMT-R001,Red Line,Rohini East,Seelampur,08:50,09:16,26,13,Every 3 min,On Time,3,Down,4,Full AC
DMT-B017,Blue Line,Dwarka,Yamuna Bank,10:35,11:17,42,14,Every 3 min,On Time,4,Up,8,Full AC
DMT-V018,Violet Line,ITO,Sarai,17:55,18:52,57,19,Every 10 min,Delayed,1,Down,8,Full AC
DMT-B025,Blue Line,Rajendra Place,Rajiv Chowk,14:55,14:59,4,2,Every 15 min,Running,1,Up,6,Full AC
DMT-G001,Green Line,Paschim Vihar West,Nangloi,13:05,13:13,8,4,Every 3 min,On Time,3,Up,4,Non-AC
DMT-Y020,Yellow Line,Samaypur Badli,Model Town,18:20,18:32,12,6,Every 15 min,On Time,3,Up,8,Full AC
DMT-Y025,Yellow Line,Udyog Bhawan,Saket,19:20,19:36,16,8,Every 5 min,On Time,1,Up,8,Full AC
DMT-G018,Green Line,Satguru Ram Singh Marg,Paschim Vihar West,18:40,18:58,18,6,Every 5 min,Running,3,Up,4,Full AC
DMT-G009,Green Line,Madipur,Paschim Vihar West,20:15,20:19,4,2,Every 5 min,On Time,3,Up,4,Full AC
DMT-G016,Green Line,Punjabi Bagh,Udyog Nagar,23:35,23:53,18,6,Every 5 min,On Time,2,Down,8,Full AC
DMT-V018,Violet Line,Nehru Place,Old Faridabad,14:45,15:27,42,14,Every 3 min,Delayed,2,Up,6,Full AC
DMT-G002,Green Line,Peeragarhi,Rajdhani Park,15:55,16:10,15,5,Every 7 min,On Time,1,Up,6,Full AC
DMT-R025,Red Line,Rithala,Tis Hazari,22:55,23:19,24,12,Every 5 min,On Time,3,Down,8,Full AC
DMT-Y013,Yellow Line,Hauz Khas,HUDA City Centre,18:05,18:29,24,12,Every 5 min,On Time,3,Down,8,Full AC
DMT-Y020,Yellow Line,GTB Nagar,Hauz Khas,20:50,21:24,34,17,Every 3 min,On Time,4,Up,4,Full AC
DMT-Y004,Yellow Line,Samaypur Badli,Patel Chowk,10:05,10:53,48,16,Every 3 min,On Time,1,Down,4,Full AC
DMT-G021,Green Line,Paschim Vihar East,Paschim Vihar West,21:30,21:33,3,1,Every 15 min,On Time,2,Down,4,Non-AC
DMT-B013,Blue Line,Moti Nagar,Mandi House,17:40,17:52,12,6,Every 7 min,Running,4,Down,6,Full AC
DMT-G013,Green Line,Kirti Nagar,Rajdhani Park,12:00,12:39,39,13,Every 7 min,On Time,4,Up,8,Full AC
DMT-R008,Red Line,Tis Hazari,Shastri Park,14:00,14:04,4,2,Every 10 min,Delayed,3,Down,6,Non-AC
DMT-Y019,Yellow Line,Qutab Minar,Arjan Garh,22:20,22:28,8,4,Every 3 min,On Time,3,Up,4,Non-AC
DMT-V006,Violet Line,Sarai,Old Faridabad,21:10,21:25,15,5,Every 15 min,On Time,3,Up,8,Full AC
DMT-B012,Blue Line,Moti Nagar,Rajiv Chowk,14:50,14:58,8,4,Every 7 min,Running,1,Down,8,Full AC
DMT-R006,Red Line,Kashmere Gate,Shahdara,22:15,22:27,12,4,Every 7 min,Delayed,4,Down,8,Non-AC
DMT-G011,Green Line,Punjabi Bagh,Maharaja Surajmal Stadium,14:00,14:14,14,7,Every 7 min,Delayed,3,Down,6,Full AC
DMT-B021,Blue Line,Rajendra Place,Karol Bagh,20:15,20:18,3,1,Every 5 min,Running,4,Down,8,Non-AC
DMT-Y025,Yellow Line,Chandni Chowk,Sultanpur,14:45,15:36,51,17,Every 5 min,On Time,3,Down,6,Full AC
DMT-G004,Green Line,Shivaji Park,Peeragarhi,18:50,18:58,8,4,Every 15 min,On Time,2,Down,8,Full AC
DMT-G016,Green Line,Punjabi Bagh,Rajdhani Park,06:40,07:10,30,10,Every 5 min,On Time,2,Down,8,Full AC
DMT-Y014,Yellow Line,Central Secretariat,Guru Dronacharya,06:35,07:05,30,15,Every 5 min,Running,4,Up,6,Full AC
