date,time,day,train_id,line,station,delay_minutes,delay_reason,weather,impact_level,affected_passengers,is_peak_hour,is_holiday,resolution_time_min
2026-01-25,14:01,Sunday,DMT-G015,Yellow Line,Vishwavidyalaya,10,Staff Shortage,Rainy,Medium,412,0,1,22
2026-02-13,21:09,Friday,DMT-Y013,Red Line,Netaji Subhash Place,21,Weather Disruption,Smoggy,High,785,0,0,31
2026-02-02,17:51,Monday,DMT-V012,Yellow Line,MG Road,10,Weather Disruption,Clear,Medium,440,1,0,15
2026-01-01,05:30,Thursday,DMT-B017,Violet Line,ITO,22,Door Malfunction,Cloudy,High,902,0,0,28
2026-01-28,22:38,Wednesday,DMT-R023,Green Line,Peeragarhi,23,Switch Failure,Clear,High,965,0,0,35
2026-01-04,19:51,Sunday,DMT-B004,Violet Line,Kailash Colony,11,Overcrowding,Rainy,Medium,442,1,1,23
2026-02-07,20:29,Saturday,DMT-Y017,Blue Line,Pragati Maidan,52,Signal Failure,Foggy,High,1965,0,0,57
2026-01-29,10:48,Thursday,DMT-G023,Yellow Line,Sikanderpur,26,Passenger Emergency,Cloudy,High,1185,1,0,39
2026-02-03,16:28,Tuesday,DMT-G006,Yellow Line,Rajiv Chowk,51,Power Failure,Cloudy,High,1988,0,0,63
2026-01-09,08:44,Friday,DMT-B020,Green Line,Shivaji Park,16,Power Failure,Smoggy,Medium,665,1,0,30
2026-02-06,13:25,Friday,DMT-R018,Blue Line,Dwarka,14,Weather Disruption,Cloudy,Medium,534,0,0,25
2026-01-17,21:51,Saturday,DMT-G009,Red Line,Netaji Subhash Place,29,Passenger Emergency,Foggy,High,1189,0,0,38
2026-01-16,14:41,Friday,DMT-Y017,Green Line,Ashok Park Main,16,Door Malfunction,Clear,Medium,678,0,0,18
2026-01-25,05:18,Sunday,DMT-Y002,Green Line,Nangloi Railway Station,37,Technical Fault,Foggy,High,1494,0,1,51
2026-02-20,18:17,Friday,DMT-B011,Red Line,Kohat Enclave,49,Power Failure,Cloudy,High,1754,1,0,59
2026-02-20,07:41,Friday,DMT-R017,Green Line,Satguru Ram Singh Marg,7,Signal Failure,Smoggy,Low,280,0,0,12
2026-02-17,06:05,Tuesday,DMT-V001,Blue Line,Moti Nagar,9,Overcrowding,Clear,Low,363,0,0,21
2026-01-03,14:25,Saturday,DMT-V010,Blue Line,Pragati Maidan,2,Door Malfunction,Smoggy,Low,88,0,0,10
2026-01-31,07:10,Saturday,DMT-B015,Yellow Line,Chandni Chowk,7,Overcrowding,Rainy,Low,268,0,0,18
2026-01-09,09:39,Friday,DMT-R010,Yellow Line,New Delhi,19,Technical Fault,Foggy,Medium,748,1,0,29
2026-02-05,09:08,Thursday,DMT-V007,Violet Line,Mohan Estate,9,Technical Fault,Rainy,Low,381,1,0,21
2026-01-29,16:22,Thursday,DMT-G014,Green Line,Peeragarhi,28,Door Malfunction,Clear,High,974,0,0,30
2026-02-14,12:41,Saturday,DMT-Y008,Green Line,Peeragarhi,27,Staff Shortage,Foggy,High,961,0,0,29
2026-01-22,16:08,Thursday,DMT-V008,Red Line,Rithala,3,Technical Fault,Clear,Low,126,0,0,8
2026-01-22,06:41,Thursday,DMT-B018,Violet Line,Lal Quila,48,Track Maintenance,Cloudy,High,1948,0,0,52
2026-01-31,05:01,Saturday,DMT-R015,Red Line,Shastri Park,62,Signal Failure,Foggy,High,2318,0,0,69
2026-02-22,09:18,Sunday,DMT-R006,Yellow Line,Rajiv Chowk,5,Power Failure,Clear,Low,196,1,1,8
2026-02-15,10:08,Sunday,DMT-V008,Green Line,Ashok Park Main,5,Platform Crowding,Cloudy,Low,204,1,1,13
2026-01-29,07:57,Thursday,DMT-G003,Yellow Line,Udyog Bhawan,10,Overcrowding,Clear,Medium,368,0,0,12
2026-01-11,22:36,Sunday,DMT-G002,Violet Line,Mewala Maharajpur,62,Track Maintenance,Rainy,High,2504,0,1,71
2026-01-31,05:53,Saturday,DMT-V015,Yellow Line,Sultanpur,13,Technical Fault,Cloudy,Medium,577,0,0,15
2026-02-26,20:00,Thursday,DMT-Y014,Green Line,Nangloi Railway Station,2,Weather Disruption,Foggy,Low,70,0,1,13
2026-02-09,10:52,Monday,DMT-R003,Yellow Line,Patel Chowk,9,Track Maintenance,Clear,Low,406,1,0,19
2026-01-05,19:56,Monday,DMT-R024,Violet Line,Sarai,5,Door Malfunction,Foggy,Low,200,1,0,14
2026-01-16,21:25,Friday,DMT-V025,Blue Line,Moti Nagar,22,Passenger Emergency,Cloudy,High,875,0,0,26
2026-01-12,05:00,Monday,DMT-G020,Blue Line,Pragati Maidan,3,Passenger Emergency,Foggy,Low,119,0,0,5
2026-02-09,09:56,Monday,DMT-Y017,Yellow Line,Rohini Sector 18,63,Signal Failure,Foggy,High,2658,1,0,67
2026-02-04,10:02,Wednesday,DMT-R009,Green Line,Paschim Vihar East,29,Overcrowding,Clear,High,1200,1,0,36
2026-02-23,19:08,Monday,DMT-G011,Blue Line,Mandi House,12,Security Alert,Clear,Medium,484,1,0,16
2026-02-21,21:57,Saturday,DMT-V006,Blue Line,Pragati Maidan,1,Door Malfunction,Clear,Low,42,0,0,9
2026-01-07,11:21,Wednesday,DMT-V015,Green Line,Maharaja Surajmal Stadium,10,Signal Failure,Cloudy,Medium,408,0,0,17
2026-02-03,16:12,Tuesday,DMT-G006,Green Line,Satguru Ram Singh Marg,22,Overcrowding,Cloudy,High,924,0,0,34
2026-02-08,06:06,Sunday,DMT-B019,Green Line,Shivaji Park,11,Signal Failure,Smoggy,Medium,437,0,1,19
2026-02-15,06:59,Sunday,DMT-G021,Violet Line,Kalkaji Mandir,33,Platform Crowding,Foggy,High,1452,0,1,40
2026-01-21,22:52,Wednesday,DMT-B022,Red Line,Welcome,58,Signal Failure,Clear,High,2273,0,0,60
2026-02-07,16:08,Saturday,DMT-V018,Green Line,Punjabi Bagh,1,Door Malfunction,Clear,Low,40,0,0,14
2026-01-14,22:49,Wednesday,DMT-Y003,Green Line,Satguru Ram Singh Marg,17,Passenger Emergency,Clear,Medium,652,0,0,27
2026-01-15,14:05,Thursday,DMT-R024,Violet Line,Sector 28,3,Switch Failure,Clear,Low,110,0,0,9
2026-01-28,14:27,Wednesday,DMT-V011,Blue Line,Janakpuri West,1,Switch Failure,Rainy,Low,41,0,0,7
2026-01-29,18:35,Thursday,DMT-R009,Yellow Line,Chandni Chowk,44,Track Maintenance,Cloudy,High,1742,1,0,50
2026-01-07,14:21,Wednesday,DMT-B006,Violet Line,Jangpura,3,Security Alert,Cloudy,Low,104,0,0,16
2026-02-08,07:42,Sunday,DMT-G014,Blue Line,Noida Sector 15,26,Switch Failure,Foggy,High,951,0,1,35
2026-01-27,19:27,Tuesday,DMT-G017,Green Line,Brigadier Hoshiar Singh,5,Passenger Emergency,Rainy,Low,172,1,0,12
2026-02-19,11:08,Thursday,DMT-Y006,Violet Line,Sector 28,8,Overcrowding,Clear,Low,304,0,0,19
2026-02-21,20:02,Saturday,DMT-V021,Yellow Line,Chawri Bazar,15,Signal Failure,Foggy,Medium,618,0,0,22
2026-02-13,19:33,Friday,DMT-Y024,Yellow Line,Arjan Garh,3,Technical Fault,Foggy,Low,115,1,0,8
2026-02-24,21:17,Tuesday,DMT-R021,Yellow Line,Rohini Sector 18,6,Door Malfunction,Foggy,Low,278,0,0,10
2026-01-13,21:05,Tuesday,DMT-R003,Violet Line,Sector 28,11,Overcrowding,Rainy,Medium,371,0,0,21
2026-02-26,18:10,Thursday,DMT-Y011,Green Line,Ashok Park Main,14,Signal Failure,Cloudy,Medium,579,1,1,25
2026-01-12,06:11,Monday,DMT-V016,Blue Line,Noida City Centre,5,Weather Disruption,Foggy,Low,212,0,0,15
2026-01-17,10:41,Saturday,DMT-Y021,Red Line,Shastri Nagar,10,Weather Disruption,Foggy,Medium,400,1,0,16
2026-01-15,09:13,Thursday,DMT-G025,Yellow Line,Vidhan Sabha,19,Overcrowding,Cloudy,Medium,801,1,0,29
2026-01-30,18:49,Friday,DMT-B002,Violet Line,Khan Market,18,Track Maintenance,Foggy,Medium,802,1,0,20
2026-01-12,11:31,Monday,DMT-G004,Red Line,Pitampura,17,Platform Crowding,Clear,Medium,669,0,0,22
2026-01-12,14:37,Monday,DMT-G017,Yellow Line,INA,33,Signal Failure,Clear,High,1339,0,0,35
2026-02-08,10:10,Sunday,DMT-Y024,Green Line,Madipur,5,Door Malfunction,Foggy,Low,184,1,1,11
2026-01-20,16:18,Tuesday,DMT-G006,Yellow Line,Saket,14,Overcrowding,Foggy,Medium,593,0,0,20
2026-01-23,13:53,Friday,DMT-R008,Red Line,Rohini East,33,Staff Shortage,Rainy,High,1471,0,0,46
2026-01-12,16:00,Monday,DMT-V012,Violet Line,ITO,3,Platform Crowding,Smoggy,Low,113,0,0,9
2026-01-06,09:29,Tuesday,DMT-G024,Green Line,Ashok Park Main,29,Signal Failure,Cloudy,High,1235,1,0,37
2026-02-18,21:21,Wednesday,DMT-G024,Red Line,Welcome,33,Weather Disruption,Foggy,High,1412,0,0,39
2026-01-27,13:46,Tuesday,DMT-G001,Yellow Line,HUDA City Centre,27,Staff Shortage,Clear,High,1058,0,0,38
2026-02-02,09:35,Monday,DMT-B017,Green Line,Paschim Vihar West,7,Technical Fault,Clear,Low,282,1,0,16
2026-02-11,12:54,Wednesday,DMT-B019,Blue Line,Noida Sector 16,5,Signal Failure,Cloudy,Low,205,0,0,13
2026-02-08,18:16,Sunday,DMT-G012,Green Line,Brigadier Hoshiar Singh,2,Technical Fault,Cloudy,Low,77,1,1,8
2026-01-03,12:26,Saturday,DMT-B015,Green Line,Madipur,7,Overcrowding,Foggy,Low,280,0,0,13
2026-02-09,15:01,Monday,DMT-V011,Yellow Line,IFFCO Chowk,20,Door Malfunction,Smoggy,High,736,0,0,22
2026-02-19,07:06,Thursday,DMT-Y024,Red Line,Rohini West,5,Weather Disruption,Clear,Low,199,0,0,14
2026-02-22,15:15,Sunday,DMT-G023,Red Line,Dilshad Garden,19,Power Failure,Foggy,Medium,729,0,1,30
2026-01-22,14:58,Thursday,DMT-Y004,Yellow Line,Jahangirpuri,7,Overcrowding,Clear,Low,294,0,0,10
2026-01-22,12:54,Thursday,DMT-G007,Yellow Line,Adarsh Nagar,2,Technical Fault,Smoggy,Low,87,0,0,14
2026-02-22,21:28,Sunday,DMT-Y009,Green Line,Rajdhani Park,24,Platform Crowding,Foggy,High,1012,0,1,27
2026-01-30,09:54,Friday,DMT-R005,Blue Line,Mandi House,3,Technical Fault,Clear,Low,121,1,0,10
2026-02-24,14:36,Tuesday,DMT-Y015,Violet Line,Sarita Vihar,3,Overcrowding,Clear,Low,118,0,0,13
2026-02-04,11:12,Wednesday,DMT-R012,Violet Line,Lajpat Nagar,26,Passenger Emergency,Foggy,High,1086,0,0,34
2026-02-05,21:57,Thursday,DMT-B004,Violet Line,Sarita Vihar,19,Weather Disruption,Smoggy,Medium,744,0,0,27
2026-02-25,08:37,Wednesday,DMT-V022,Yellow Line,GTB Nagar,18,Staff Shortage,Foggy,Medium,720,1,0,31
2026-01-21,06:19,Wednesday,DMT-Y017,Yellow Line,New Delhi,11,Overcrowding,Cloudy,Medium,464,0,0,20
2026-02-07,22:04,Saturday,DMT-R025,Red Line,Pitampura,16,Door Malfunction,Cloudy,Medium,656,0,0,22
2026-02-11,14:48,Wednesday,DMT-Y009,Violet Line,Old Faridabad,7,Weather Disruption,Foggy,Low,299,0,0,20
2026-01-08,05:05,Thursday,DMT-G017,Yellow Line,Central Secretariat,28,Passenger Emergency,Foggy,High,1103,0,0,34
2026-02-23,19:34,Monday,DMT-V001,Red Line,Pratap Nagar,29,Switch Failure,Foggy,High,1154,1,0,33
2026-02-07,11:16,Saturday,DMT-B009,Yellow Line,Chhattarpur,17,Signal Failure,Clear,Medium,639,0,0,28
2026-02-01,21:00,Sunday,DMT-G024,Red Line,Shahdara,14,Passenger Emergency,Smoggy,Medium,512,0,1,28
2026-02-24,23:36,Tuesday,DMT-G016,Green Line,Madipur,6,Passenger Emergency,Cloudy,Low,201,0,0,20
2026-01-11,16:14,Sunday,DMT-V025,Red Line,Rohini West,14,Track Maintenance,Clear,Medium,593,0,1,19
2026-01-25,11:13,Sunday,DMT-V010,Yellow Line,Race Course,11,Door Malfunction,Foggy,Medium,380,0,1,15
2026-01-29,06:39,Thursday,DMT-R007,Violet Line,Jama Masjid,9,Overcrowding,Clear,Low,376,0,0,23
2026-02-16,15:07,Monday,DMT-Y004,Red Line,Shastri Nagar,11,Door Malfunction,Rainy,Medium,444,0,0,13
2026-01-23,12:28,Friday,DMT-V016,Blue Line,Rajiv Chowk,24,Door Malfunction,Clear,High,950,0,0,38
2026-02-01,18:34,Sunday,DMT-V005,Red Line,Inderlok,14,Power Failure,Foggy,Medium,506,1,1,24
2026-01-16,17:26,Friday,DMT-Y004,Violet Line,JLN Stadium,18,Platform Crowding,Rainy,Medium,766,1,0,29
2026-02-12,13:43,Thursday,DMT-B007,Red Line,Welcome,11,Track Maintenance,Foggy,Medium,475,0,0,21
2026-01-25,11:02,Sunday,DMT-V023,Green Line,Mundka,6,Overcrowding,Cloudy,Low,224,0,1,11
2026-01-30,16:33,Friday,DMT-G004,Yellow Line,Guru Dronacharya,39,Signal Failure,Rainy,High,1505,0,0,52
2026-01-21,16:38,Wednesday,DMT-B013,Yellow Line,New Delhi,22,Weather Disruption,Foggy,High,844,0,0,25
2026-02-28,13:24,Saturday,DMT-G025,Blue Line,Mandi House,21,Power Failure,Clear,High,928,0,0,33
2026-02-14,22:01,Saturday,DMT-R012,Blue Line,Mandi House,61,Signal Failure,Foggy,High,2427,0,0,73
2026-01-27,10:19,Tuesday,DMT-G013,Violet Line,Central Secretariat,24,Security Alert,Foggy,High,940,1,0,27
2026-01-05,19:51,Monday,DMT-R012,Yellow Line,Malviya Nagar,11,Track Maintenance,Smoggy,Medium,431,1,0,19
2026-02-03,07:27,Tuesday,DMT-B008,Blue Line,Ramesh Nagar,14,Overcrowding,Clear,Medium,590,0,0,22
2026-01-14,09:14,Wednesday,DMT-V004,Red Line,Seelampur,7,Overcrowding,Foggy,Low,263,1,0,14
2026-01-23,09:32,Friday,DMT-B021,Violet Line,Kalkaji Mandir,6,Power Failure,Rainy,Low,229,1,0,14
2026-01-07,18:42,Wednesday,DMT-G013,Red Line,Rithala,29,Overcrowding,Cloudy,High,1148,1,0,43
2026-02-24,10:56,Tuesday,DMT-B009,Green Line,Mundka,23,Overcrowding,Cloudy,High,883,1,0,25
2026-02-08,07:16,Sunday,DMT-G024,Red Line,Shahdara,2,Passenger Emergency,Clear,Low,74,0,1,8
2026-01-29,13:57,Thursday,DMT-R017,Blue Line,Dwarka,7,Signal Failure,Smoggy,Low,282,0,0,17
2026-02-01,05:46,Sunday,DMT-B024,Green Line,Madipur,20,Staff Shortage,Cloudy,High,852,0,1,23
2026-02-22,17:14,Sunday,DMT-G004,Yellow Line,New Delhi,33,Power Failure,Rainy,High,1280,1,1,38
2026-01-07,22:09,Wednesday,DMT-Y006,Red Line,Keshav Puram,6,Signal Failure,Clear,Low,260,0,0,12
2026-01-02,13:10,Friday,DMT-G023,Blue Line,Ramesh Nagar,58,Track Maintenance,Clear,High,2308,0,0,60
2026-02-11,14:06,Wednesday,DMT-G008,Blue Line,Mandi House,20,Signal Failure,Smoggy,High,820,0,0,29
2026-01-09,18:16,Friday,DMT-R010,Yellow Line,Guru Dronacharya,15,Signal Failure,Foggy,Medium,585,1,0,18
2026-01-21,06:15,Wednesday,DMT-V004,Red Line,Shahdara,36,Signal Failure,Cloudy,High,1432,0,0,43
2026-01-22,10:44,Thursday,DMT-Y005,Blue Line,Noida Sector 15,5,Door Malfunction,Clear,Low,216,1,0,12
2026-02-26,23:57,Thursday,DMT-R010,Green Line,Mundka,22,Staff Shortage,Cloudy,High,871,0,1,25
2026-02-12,15:34,Thursday,DMT-R015,Green Line,Shivaji Park,13,Passenger Emergency,Foggy,Medium,481,0,0,17
2026-01-19,11:24,Monday,DMT-R015,Green Line,Mundka,1,Weather Disruption,Foggy,Low,44,0,0,10
2026-01-28,06:55,Wednesday,DMT-V015,Red Line,Netaji Subhash Place,5,Switch Failure,Clear,Low,196,0,0,18
2026-02-19,15:27,Thursday,DMT-B001,Violet Line,Central Secretariat,12,Passenger Emergency,Smoggy,Medium,468,0,0,24
2026-01-08,15:02,Thursday,DMT-Y024,Red Line,Tis Hazari,6,Door Malfunction,Foggy,Low,276,0,0,18
2026-02-03,19:15,Tuesday,DMT-Y024,Red Line,Welcome,15,Overcrowding,Clear,Medium,570,1,0,19
2026-01-28,22:23,Wednesday,DMT-V004,Yellow Line,Patel Chowk,44,Signal Failure,Foggy,High,1575,0,0,57
2026-02-13,18:46,Friday,DMT-Y002,Red Line,Tis Hazari,35,Power Failure,Cloudy,High,1351,1,0,43
2026-02-20,21:24,Friday,DMT-V023,Yellow Line,Patel Chowk,1,Technical Fault,Cloudy,Low,39,0,0,9
2026-02-26,18:55,Thursday,DMT-R006,Red Line,Shahdara,7,Overcrowding,Foggy,Low,260,1,1,16
2026-01-04,05:22,Sunday,DMT-R004,Violet Line,Jama Masjid,7,Door Malfunction,Clear,Low,268,0,1,18
2026-02-06,13:28,Friday,DMT-B024,Blue Line,Noida City Centre,7,Technical Fault,Smoggy,Low,295,0,0,20
2026-01-30,08:37,Friday,DMT-V007,Yellow Line,New Delhi,23,Signal Failure,Foggy,High,947,1,0,28
2026-01-21,18:16,Wednesday,DMT-Y016,Yellow Line,New Delhi,12,Platform Crowding,Smoggy,Medium,472,1,0,22
2026-02-09,08:57,Monday,DMT-R016,Violet Line,Lajpat Nagar,46,Signal Failure,Foggy,High,1738,1,0,60
2026-02-24,09:38,Tuesday,DMT-Y017,Blue Line,Kirti Nagar,8,Track Maintenance,Clear,Low,328,1,0,15
2026-01-12,17:50,Monday,DMT-B005,Green Line,Punjabi Bagh,1,Overcrowding,Clear,Low,43,1,0,14
2026-02-25,17:25,Wednesday,DMT-Y022,Violet Line,Badarpur Border,11,Switch Failure,Foggy,Medium,385,1,0,25
2026-01-20,10:44,Tuesday,DMT-B011,Green Line,Paschim Vihar West,1,Weather Disruption,Foggy,Low,38,1,0,3
2026-02-09,12:54,Monday,DMT-R001,Blue Line,Dwarka,52,Signal Failure,Foggy,High,2652,0,0,61
2026-02-22,06:52,Sunday,DMT-R004,Red Line,Inderlok,8,Power Failure,Cloudy,Low,300,0,1,11
2026-01-05,13:14,Monday,DMT-R011,Yellow Line,Azadpur,7,Overcrowding,Clear,Low,243,0,0,21
2026-02-25,07:46,Wednesday,DMT-V016,Red Line,Shastri Park,27,Switch Failure,Smoggy,High,1155,0,0,36
2026-01-02,16:00,Friday,DMT-R025,Violet Line,Jasola Apollo,7,Switch Failure,Foggy,Low,277,0,0,15
2026-02-05,18:26,Thursday,DMT-R011,Blue Line,Rajouri Garden,32,Power Failure,Foggy,High,1280,1,0,38
2026-01-28,12:27,Wednesday,DMT-B011,Red Line,Kanhaiya Nagar,70,Signal Failure,Foggy,High,2926,0,0,80
2026-01-02,12:08,Friday,DMT-B004,Violet Line,Raja Nahar Singh,3,Door Malfunction,Clear,Low,125,0,0,17
2026-01-10,11:45,Saturday,DMT-Y004,Yellow Line,Sultanpur,5,Technical Fault,Foggy,Low,218,0,0,7
2026-01-21,10:54,Wednesday,DMT-G005,Green Line,Paschim Vihar West,6,Door Malfunction,Rainy,Low,249,1,0,19
2026-01-09,12:02,Friday,DMT-V004,Blue Line,Noida Sector 15,27,Door Malfunction,Foggy,High,972,0,0,30
2026-01-10,18:30,Saturday,DMT-V016,Red Line,Kohat Enclave,22,Weather Disruption,Foggy,High,954,1,0,32
2026-02-15,15:08,Sunday,DMT-Y025,Green Line,Nangloi Railway Station,3,Door Malfunction,Foggy,Low,127,0,1,11
2026-01-16,16:04,Friday,DMT-R016,Blue Line,Pragati Maidan,12,Overcrowding,Clear,Medium,463,0,0,20
2026-01-08,21:16,Thursday,DMT-V009,Violet Line,Bata Chowk,26,Passenger Emergency,Clear,High,1014,0,0,34
2026-02-04,20:54,Wednesday,DMT-G015,Yellow Line,Chawri Bazar,49,Signal Failure,Foggy,High,1754,0,0,54
2026-01-17,15:08,Saturday,DMT-R020,Red Line,Netaji Subhash Place,4,Door Malfunction,Cloudy,Low,175,0,0,7
2026-02-05,23:47,Thursday,DMT-Y005,Blue Line,Mandi House,9,Technical Fault,Smoggy,Low,352,0,0,21
2026-01-16,20:23,Friday,DMT-R017,Blue Line,Moti Nagar,27,Overcrowding,Foggy,High,1123,0,0,32
2026-01-06,19:55,Tuesday,DMT-V019,Green Line,Nangloi Railway Station,38,Power Failure,Clear,High,1482,1,0,42
2026-02-07,13:23,Saturday,DMT-G007,Yellow Line,Civil Lines,15,Technical Fault,Clear,Medium,555,0,0,22
2026-01-15,09:12,Thursday,DMT-G003,Green Line,Mundka,10,Overcrowding,Cloudy,Medium,422,1,0,17
2026-02-12,19:27,Thursday,DMT-V014,Green Line,Shivaji Park,23,Door Malfunction,Cloudy,High,781,1,0,37
2026-01-23,05:31,Friday,DMT-B021,Violet Line,Mewala Maharajpur,33,Signal Failure,Rainy,High,1320,0,0,43
2026-01-18,13:13,Sunday,DMT-B013,Yellow Line,Guru Dronacharya,7,Track Maintenance,Smoggy,Low,295,0,1,10
2026-02-07,08:17,Saturday,DMT-G017,Violet Line,Central Secretariat,39,Signal Failure,Cloudy,High,1684,1,0,50
2026-01-03,19:35,Saturday,DMT-V016,Green Line,Peeragarhi,21,Track Maintenance,Clear,High,861,1,0,26
2026-02-16,18:15,Monday,DMT-B004,Red Line,Seelampur,11,Overcrowding,Smoggy,Medium,470,1,0,21
2026-01-08,05:35,Thursday,DMT-R017,Red Line,Shastri Park,33,Passenger Emergency,Foggy,High,1379,0,0,47
2026-02-09,14:07,Monday,DMT-V023,Yellow Line,Guru Dronacharya,6,Weather Disruption,Foggy,Low,244,0,0,9
2026-02-22,16:54,Sunday,DMT-B006,Violet Line,Janpath,37,Door Malfunction,Foggy,High,1480,0,1,50
2026-02-21,05:28,Saturday,DMT-R004,Green Line,Paschim Vihar West,1,Platform Crowding,Clear,Low,40,0,0,4
2026-02-07,09:52,Saturday,DMT-B011,Blue Line,Ramesh Nagar,23,Signal Failure,Clear,High,929,1,0,33
2026-01-13,19:43,Tuesday,DMT-Y020,Green Line,Brigadier Hoshiar Singh,5,Technical Fault,Clear,Low,178,1,0,8
2026-02-21,05:25,Saturday,DMT-V020,Blue Line,Karol Bagh,30,Signal Failure,Cloudy,High,1146,0,0,35
2026-01-30,23:50,Friday,DMT-Y012,Violet Line,ITO,5,Signal Failure,Clear,Low,203,0,0,11
2026-01-16,12:03,Friday,DMT-R011,Blue Line,Uttam Nagar East,13,Weather Disruption,Foggy,Medium,462,0,0,26
2026-01-15,08:31,Thursday,DMT-V013,Violet Line,Moolchand,13,Power Failure,Foggy,Medium,577,1,0,21
2026-01-26,19:58,Monday,DMT-Y017,Blue Line,Rajiv Chowk,3,Technical Fault,Clear,Low,119,1,1,14
2026-01-04,14:18,Sunday,DMT-Y007,Red Line,Keshav Puram,4,Security Alert,Cloudy,Low,152,0,1,7
2026-01-28,07:09,Wednesday,DMT-V017,Violet Line,Nehru Place,29,Track Maintenance,Clear,High,1148,0,0,34
2026-01-16,13:01,Friday,DMT-R018,Red Line,Shahdara,17,Passenger Emergency,Cloudy,Medium,622,0,0,28
2026-01-07,12:11,Wednesday,DMT-V020,Blue Line,Karol Bagh,3,Passenger Emergency,Foggy,Low,125,0,0,5
2026-01-01,22:28,Thursday,DMT-Y009,Red Line,Rohini East,9,Passenger Emergency,Clear,Low,318,0,0,22
2026-02-23,19:13,Monday,DMT-Y022,Green Line,Brigadier Hoshiar Singh,18,Signal Failure,Foggy,Medium,730,1,0,32
2026-02-25,17:12,Wednesday,DMT-B006,Green Line,Mundka,57,Power Failure,Clear,High,2063,1,0,71
2026-02-01,22:47,Sunday,DMT-R001,Blue Line,Kirti Nagar,22,Door Malfunction,Clear,High,968,0,1,31
2026-02-18,05:14,Wednesday,DMT-V020,Red Line,Pitampura,49,Signal Failure,Foggy,High,1832,0,0,59
2026-02-22,09:20,Sunday,DMT-Y010,Violet Line,Neelam Chowk Ajronda,32,Track Maintenance,Foggy,High,1145,1,1,36
2026-01-08,07:35,Thursday,DMT-R023,Violet Line,Tughlakabad,9,Power Failure,Cloudy,Low,390,0,0,20
2026-01-24,17:12,Saturday,DMT-G014,Violet Line,Badkhal Mor,53,Signal Failure,Foggy,High,2003,1,0,62
2026-02-12,10:20,Thursday,DMT-B007,Red Line,Pulbangash,22,Signal Failure,Clear,High,844,1,0,27
2026-02-07,16:09,Saturday,DMT-G019,Blue Line,Dwarka,16,Overcrowding,Smoggy,Medium,656,0,0,25
2026-02-26,10:24,Thursday,DMT-Y019,Blue Line,Dwarka Sector 8,16,Weather Disruption,Rainy,Medium,688,1,1,19
2026-02-11,07:20,Wednesday,DMT-V019,Red Line,Shastri Park,2,Staff Shortage,Clear,Low,82,0,0,12
2026-02-04,15:33,Wednesday,DMT-G023,Green Line,Kirti Nagar,27,Door Malfunction,Clear,High,1231,0,0,37
2026-02-16,18:00,Monday,DMT-G004,Blue Line,Indraprastha,10,Weather Disruption,Foggy,Medium,344,1,0,12
2026-02-04,23:35,Wednesday,DMT-V008,Yellow Line,MG Road,7,Power Failure,Foggy,Low,288,0,0,18
2026-01-08,06:10,Thursday,DMT-V023,Green Line,Ashok Park Main,3,Technical Fault,Smoggy,Low,126,0,0,12
2026-01-11,14:01,Sunday,DMT-R024,Yellow Line,IFFCO Chowk,13,Power Failure,Clear,Medium,553,0,1,27
2026-02-05,21:09,Thursday,DMT-V007,Yellow Line,Rajiv Chowk,33,Power Failure,Foggy,High,1359,0,0,44
2026-01-02,22:05,Friday,DMT-Y023,Yellow Line,INA,10,Power Failure,Clear,Medium,394,0,0,13
2026-01-15,09:48,Thursday,DMT-G025,Red Line,Kanhaiya Nagar,15,Door Malfunction,Clear,Medium,639,1,0,24
2026-01-04,07:43,Sunday,DMT-Y008,Green Line,Udyog Nagar,17,Overcrowding,Clear,Medium,659,0,1,25
2026-01-27,07:44,Tuesday,DMT-B005,Red Line,Tis Hazari,33,Staff Shortage,Foggy,High,1353,0,0,47
2026-01-27,13:02,Tuesday,DMT-B022,Yellow Line,Jor Bagh,18,Track Maintenance,Smoggy,Medium,655,0,0,30
2026-02-20,14:56,Friday,DMT-G022,Green Line,Peeragarhi,6,Signal Failure,Cloudy,Low,273,0,0,9
2026-02-11,17:41,Wednesday,DMT-Y012,Blue Line,Dwarka Sector 8,15,Overcrowding,Clear,Medium,495,1,0,21
2026-02-27,21:13,Friday,DMT-B016,Violet Line,Sarai,74,Signal Failure,Foggy,High,3211,0,0,87
2026-02-09,19:41,Monday,DMT-B023,Green Line,Kirti Nagar,7,Passenger Emergency,Rainy,Low,285,1,0,10
2026-02-16,20:07,Monday,DMT-R004,Violet Line,Old Faridabad,15,Switch Failure,Foggy,Medium,543,0,0,22
2026-02-06,21:25,Friday,DMT-B020,Red Line,Shahdara,29,Track Maintenance,Rainy,High,1136,0,0,41
2026-02-23,18:51,Monday,DMT-B010,Violet Line,Khan Market,18,Weather Disruption,Foggy,Medium,745,1,0,27
2026-02-24,17:58,Tuesday,DMT-B023,Green Line,Punjabi Bagh,15,Door Malfunction,Rainy,Medium,576,1,0,18
2026-01-07,21:25,Wednesday,DMT-G005,Red Line,Dilshad Garden,3,Weather Disruption,Foggy,Low,123,0,0,5
2026-01-18,11:37,Sunday,DMT-V003,Red Line,Rithala,37,Track Maintenance,Rainy,High,1568,0,1,47
2026-01-05,12:22,Monday,DMT-V016,Yellow Line,INA,7,Power Failure,Rainy,Low,289,0,0,14
